index,ticker,tradeDate,expiration_date,call_volume,call_open_interest,strike_price,put_open_interest,put_volume,delta,Ticker,Trade_date,W_Close,W_High,W_Low,W_Open,W_Vol,W_Unadj_Cls,W_Unadj_Hig,W_Unadj_Low,W_Unadj_Open
151.0,AMZN,2020-12-16,2020-12-18,10275.0,954.0,3220.0,273,3201.0,0.641684007,AMZN,2020-12-16,162.05,162.35,158.18,158.8,88552000.0,3240.96,3247.0,3163.68,3176.01
146.0,AMZN,2020-12-23,2020-12-24,6282.0,1857.0,3210.0,690,1082.0,0.290997644,AMZN,2020-12-23,159.26,160.51,159.21,160.25,41874000.0,3185.27,3210.13,3184.17,3205.0
140.0,AMZN,2020-12-30,2020-12-31,4855.0,1389.0,3340.0,749,1155.0,0.171386119,AMZN,2020-12-30,164.29,167.1,164.12,167.05,64185996.0,3285.85,3342.1,3282.47,3341.0
124.0,AMZN,2021-01-06,2021-01-08,1384.0,345.0,3195.0,607,505.0,0.274128963,AMZN,2021-01-06,156.92,159.88,156.56,157.32,87896000.0,3138.38,3197.51,3131.16,3146.48
328.0,AMZN,2021-01-13,2021-01-15,3483.0,946.0,3185.0,626,1367.0,0.450181017,AMZN,2021-01-13,158.29,159.5,156.1,156.42,66424000.0,3165.89,3189.95,3122.08,3128.44
156.0,AMZN,2021-01-20,2021-01-22,4897.0,384.0,3275.0,83,534.0,0.486288771,AMZN,2021-01-20,163.17,163.99,158.75,159.1,106196000.0,3263.38,3279.8,3175.0,3181.99
178.0,AMZN,2021-01-27,2021-01-29,962.0,875.0,3340.0,163,89.0,0.187869707,AMZN,2021-01-27,161.63,167.33,160.35,167.08,93202000.0,3232.58,3346.52,3207.08,3341.49
185.0,AMZN,2021-02-03,2021-02-05,4167.0,767.0,3380.0,378,3552.0,0.277710275,AMZN,2021-02-03,165.63,171.7,165.43,171.25,141774000.0,3312.53,3434.0,3308.62,3425.01
181.0,AMZN,2021-02-10,2021-02-12,2692.0,971.0,3315.0,303,346.0,0.25162208,AMZN,2021-02-10,164.33,165.9,162.7,165.7,63030000.0,3286.58,3317.96,3254.0,3314.0
301.0,AMZN,2021-02-17,2021-02-19,6446.0,934.0,3310.0,352,1846.0,0.50273029,AMZN,2021-02-17,165.43,166.05,162.98,163.21,66040000.0,3308.64,3320.91,3259.5,3264.17
152.0,AMZN,2021-02-24,2021-02-26,2653.0,94.0,3165.0,822,561.0,0.403303451,AMZN,2021-02-24,157.98,158.56,156.27,158.34,60224000.0,3159.53,3171.23,3125.38,3166.75
125.0,AMZN,2021-03-03,2021-03-05,732.0,253.0,3105.0,984,939.0,0.145034845,AMZN,2021-03-03,150.25,155.39,149.75,154.06,79774000.0,3005.0,3107.78,2995.0,3081.18
125.0,AMZN,2021-03-10,2021-03-12,4862.0,950.0,3050.0,963,6894.0,0.559254876,AMZN,2021-03-10,152.88,155.82,151.5,154.92,60248000.0,3057.64,3116.46,3030.05,3098.45
175.0,AMZN,2021-03-17,2021-03-19,4240.0,838.0,3160.0,281,733.0,0.452317675,AMZN,2021-03-17,156.79,158.65,153.51,153.66,62370000.0,3135.73,3173.05,3070.22,3073.22
171.0,AMZN,2021-03-24,2021-03-26,3540.0,712.0,3160.0,822,417.0,0.165731116,AMZN,2021-03-24,154.35,158.02,154.26,157.55,59178000.0,3087.07,3160.31,3085.15,3151.04
170.0,AMZN,2021-03-31,2021-04-01,3094.0,366.0,3115.0,63,1020.0,0.311972276,AMZN,2021-03-31,154.7,155.97,153.12,153.2,61875996.0,3094.08,3119.33,3062.5,3064.06
207.0,AMZN,2021-04-07,2021-04-09,6475.0,965.0,3270.0,82,3802.0,0.632433477,AMZN,2021-04-07,163.97,165.18,161.18,161.69,66924000.0,3279.39,3303.61,3223.65,3233.8
188.0,AMZN,2021-04-14,2021-04-16,6525.0,693.0,3380.0,807,3580.0,0.232098648,AMZN,2021-04-14,166.65,170.21,166.3,170.2,62904004.0,3333.0,3404.13,3326.0,3404.04
225.0,AMZN,2021-04-21,2021-04-23,6220.0,836.0,3340.0,618,2711.0,0.618765956,AMZN,2021-04-21,168.1,168.14,165.19,165.8,44222000.0,3362.02,3362.86,3303.81,3316.0
231.0,AMZN,2021-04-28,2021-04-30,1501.0,135.0,3485.0,9,457.0,0.481327269,AMZN,2021-04-28,172.92,174.49,171.25,171.74,92636000.0,3458.5,3489.88,3425.0,3434.8
195.0,AMZN,2021-05-05,2021-05-07,1365.0,162.0,3345.0,923,334.0,0.17298843,AMZN,2021-05-05,163.53,167.74,163.22,166.94,74226000.0,3270.54,3354.7,3264.36,3338.85
133.0,AMZN,2021-05-12,2021-05-14,2455.0,416.0,3190.0,791,2002.0,0.378494315,AMZN,2021-05-12,157.6,160.4,156.66,159.25,98728000.0,3151.94,3207.94,3133.1,3185.0
179.0,AMZN,2021-05-19,2021-05-21,2288.0,194.0,3225.0,674,1253.0,0.464194172,AMZN,2021-05-19,161.59,161.74,159.2,160.08,53594000.0,3231.8,3234.75,3184.0,3201.51
151.0,AMZN,2021-05-26,2021-05-28,3851.0,519.0,3290.0,176,1355.0,0.29890262,AMZN,2021-05-26,163.26,164.79,162.93,163.73,47678000.0,3265.16,3295.73,3258.51,3274.59
134.0,AMZN,2021-06-02,2021-06-04,3998.0,734.0,3230.0,557,1445.0,0.454078049,AMZN,2021-06-02,161.7,161.75,160.4,161.16,40290000.0,3233.99,3235.0,3208.0,3223.1
156.0,AMZN,2021-06-09,2021-06-11,6045.0,759.0,3290.0,151,3676.0,0.431797464,AMZN,2021-06-09,164.06,164.88,163.54,163.64,49110000.0,3281.15,3297.58,3270.7,3272.87
213.0,AMZN,2021-06-16,2021-06-18,11280.0,1696.0,3420.0,98,1681.0,0.487383853,AMZN,2021-06-16,170.76,171.32,168.03,169.6,84054000.0,3415.25,3426.35,3360.53,3392.0
210.0,AMZN,2021-06-23,2021-06-25,10462.0,1476.0,3520.0,545,945.0,0.356289243,AMZN,2021-06-23,175.19,176.05,174.16,175.25,56266000.0,3503.82,3521.0,3483.2,3505.0
212.0,AMZN,2021-06-30,2021-07-02,6171.0,764.0,3470.0,907,1280.0,0.339154321,AMZN,2021-06-30,172.01,173.58,171.75,172.05,48078000.0,3440.16,3471.6,3435.0,3441.06
